,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.015613003062806354+0j),(-0.0005248814647657885+0j),(29.94608803012762-26.66418516086699j),(0.314811646938324+0j),(9.313046757597476e-05+0j),(5.377254399521411e-05+0j),(0.5773893914077806+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.015594325012750406+0j),(-0.0005136772698673313+0j),(30.563135455419456-25.595819571119815j),(0.3249010741710663+0j),(9.615562885301188e-05+0j),(5.7274498504872975e-05+0j),(0.5956437411732342+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.015576054551271758+0j),(-0.0005018688035127322+0j),(31.20331632899447-24.50933082853132j),(0.33443158864974976+0j),(9.909863729262725e-05+0j),(6.068391405153978e-05+0j),(0.6123587135950915+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.015558212795377722+0j),(-0.0004894708390980162+0j),(31.892697275902627-23.372218466886174j),(0.34321630001068115+0j),(0.00010199743701377884+0j),(6.391382528419462e-05+0j),(0.6266218755630153+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.015540820321161714+0j),(-0.0004764991474870835+0j),(32.67096490818867-22.131510490383704j),(0.35093921422958374+0j),(0.00010490306885913014+0j),(6.682251228343753e-05+0j),(0.6369929212764084+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.015523897128813226+0j),(-0.0004629704799595728+0j),(33.5984538869319-20.700993964752097j),(0.3570648729801178+0j),(0.0001078678760677576+0j),(6.917565119291468e-05+0j),(0.6412998356383854+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.015507462608273147+0j),(-0.0004489025488303894+0j),(34.766645501657834-18.939524106129262j),(0.3606773018836975+0j),(0.0001109035438275896+0j),(7.05824331048353e-05+0j),(0.6364308178876826+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.015491535505616948+0j),(-0.00043431400573372696+0j),(36.315066991995266-16.61118091295772j),(0.3601749837398529+0j),(0.0001138605221058242+0j),(7.038596857832487e-05+0j),(0.6181771107013436+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.015476133890248593+0j),(-0.0004192244175645152+0j),(38.46412836643342-13.302129667441285j),(0.35264790058135986+0j),(0.00011610498768277466+0j),(6.747480004270121e-05+0j),(0.5811533284604256+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.015461275122988168+0j),(-0.00040365424006890923+0j),(41.60202017643143-8.20999015021814j),(0.33248624205589294+0j),(0.00011568112677196041+0j),(5.9979985924803715e-05+0j),(0.5184941364120779+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.015446975825136518+0j),(-0.00038762478907303314+0j),(46.611266967651346+0.5588946200379469j),(0.28808051347732544+0j),(0.00010725473111961037+0j),(4.5028425955069166e-05+0j),(0.41982694362315365+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.015433251848600844+0j),(-0.0003711582093359924+0j),(56.54214375797012+19.337317345291375j),(0.1965363770723343+0j),(7.916968752397224e-05+0j),(2.0957761460047654e-05+0j),(0.26471951722307524+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.015420118247165597+0j),(-0.000354277441008297+0j),(79.41257253911455+72.91633309440515j),(0.06812795996665955+0j),(3.41613995260559e-05+0j),(2.518313362660405e-06+0j),(0.07371809696320004+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.015407589248993818+0j),(-0.00033700618367053336+0j),(80.45144333257399+148.75625088733742j),(0.015967637300491333+0j),(1.4064523384149652e-05+0j),(1.383376262255109e-07+0j),(0.009835927066068501+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.015395678230445154+0j),(-0.000319368857919589+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.015384397691298046+0j),(-0.00030139056446010644+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.01537375923146535+0j),(-0.0002830970406473413+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.015363773529294675+0j),(-0.00026451461441446536+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.0153544503215475+0j),(-0.000245670155501725+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.01534579838515431+0j),(-0.00022659102388703634+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.015337825520846815+0j),(-0.00020730501529781425+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.015330538538773135+0j),(-0.00018784030366152774+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.015323943246207153+0j),(-0.00016822538032817925+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.015318044437469643+0j),(-0.00014848898987241402+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.015312845886186095+0j),(-0.00012866006225598797+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.015308350340014331+0j),(-0.00010876764110524525+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.015304559517984125+0j),(-8.884080783344139e-05+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.015301474110601008+0j),(-6.890860131668716e-05+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.015299093782876975+0j),(-4.8999932819254406e-05+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.015297417180461551+0j),(-2.9143495861731567e-05+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.015296441939057335+0j),(-9.367670739894484e-06+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.015296164697313744+0j),(1.0299576558858325e-05+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.015296581113400425+0j),(2.983080122367847e-05+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.015297685885466157+0j),(4.919919234102172e-05+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.015299472776188528+0j),(6.837869136625789e-05+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.015301934641611812+0j),(8.734411600671238e-05+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.015305063464452847+0j),(0.00010607128885663202+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.015308850392023989+0j),(0.00012453716971143333+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.015313285778875214+0j),(0.00014271998997374607+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.015318359234190254+0j),(0.00016059938694687985+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.015324059673881242+0j),(0.00017815653510467892+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.015330375377209588+0j),(0.000195374270658741+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.015337294047616967+0j),(0.00021223720496479754+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.01534480287727973+0j),(0.00022873182159602307+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.015352888614707457+0j),(0.00024484655136314856+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.015361537634499194+0j),(0.00026057181930023635+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.015370736008162059+0j),(0.00027590005779033527+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.01538046957470298+0j),(0.0002908256806926921+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.015390724009545241+0j),(0.0003053450146293107+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.015401484890219556+0j),(0.00031945618550136175+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.015412737757254382+0j),(0.00033315896075054266+0j),,,,,,,(2.036839346920274e-06+0j)
51,(0.09974358094200132+0j),(0.015424468168757735+0j),(0.00034645455066970444+0j),,,,,,,(2.0368413877366006e-06+0j)
52,(0.09946956677163798+0j),(0.015436661747350321+0j),(0.0003593453749224495+0j),,,,,,,(2.036843428552927e-06+0j)
53,(0.09909738814797496+0j),(0.015449304218373604+0j),(0.0003718348030187441+0j),,,,,,,(2.0368454693692536e-06+0j)
54,(0.09862741236638013+0j),(0.015462381438641157+0j),(0.00038392687947852975+0j),,,,,,,(2.03684751018558e-06+0j)
55,(0.09806010323620912+0j),(0.015475879415401083+0j),(0.0003956260455270725+0j),,,,,,,(2.0368495510019067e-06+0j)
56,(0.09739602062308132+0j),(0.015489784315598156+0j),(0.0004069368692524384+0j),,,,,,,(2.036851591818233e-06+0j)
57,(0.09663581989645381+0j),(0.015504082465929776+0j),(0.00041786379521536207+0j),,,,,,,(2.0368536326345597e-06+0j)
58,(0.09578025128248763+0j),(0.015518760344546668+0j),(0.00042841092268201787+0j),,,,,,,(2.036855673450886e-06+0j)
59,(0.09483015912419318+0j),(0.01553380456553068+0j),(0.0004385818192134151+0j),,,,,,,(2.0368577142672127e-06+0j)
60,(0.09378648104782472+0j),(0.015549201857471932+0j),(0.00044837937361374205+0j),,,,,,,(2.036859755083539e-06+0j)
61,(0.09265024703763886+0j),(0.015564939037561457+0j),(0.0004578056895357038+0j),,,,,,,(2.0368617958998657e-06+0j)
