,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.9389132107066841+0j),(-0.004312301287801575+0j),(11.771514439198514+15.7478747656575j),(0.8724897503852844+0j),(0.00015225826064124703+0j),(2.0756296173172626e-05+0j),(0.1363229560468899+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.938815248083439+0j),(-0.004242252104181147+0j),(11.493494666764336+16.040127019508716j),(0.8781809210777283+0j),(0.00014758482575416565+0j),(2.1027962154915277e-05+0j),(0.14248051618763222+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.9387189304968365+0j),(-0.00416779454932666+0j),(11.221104268281115+16.314497627502814j),(0.8841978907585144+0j),(0.00014309858670458198+0j),(2.131710089050008e-05+0j),(0.14896793449475426+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.9386243575506921+0j),(-0.004088995346537136+0j),(10.953684593642558+16.565828222309328j),(0.8908455967903137+0j),(0.0001388617092743516+0j),(2.1638844548600472e-05+0j),(0.15583017565949886+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.9385316272732522+0j),(-0.0040059261765704015+0j),(10.686691678254018+16.78153825488152j),(0.8989023566246033+0j),(0.00013499251508619636+0j),(2.203201555470436e-05+0j),(0.16320916415725956+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.9384408360050792+0j),(-0.003918663611870245+0j),(10.40007864793334+16.919138129140816j),(0.9110751748085022+0j),(0.00013184054114390165+0j),(2.2632765182698704e-05+0j),(0.17166772061406693+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.9383520782885078+0j),(-0.0038272890442637335+0j),(9.89011472408684+16.551803247701997j),(0.9555755853652954+0j),(0.00013301154831424356+0j),(2.4897702987469305e-05+0j),(0.18718452121651705+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.9382654467588208+0j),(-0.0037318886062260026+0j),(9.724265442094845+16.84689637304232j),(0.9552770853042603+0j),(0.00012849894119426608+0j),(2.4882150465645355e-05+0j),(0.19363700770131836+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.9381810320372884+0j),(-0.0036325530858180655+0j),(9.576757575125816+17.131586887303925j),(0.9547743201255798+0j),(0.00012430711649358273+0j),(2.4855966257892555e-05+0j),(0.1999561003345752+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.9380989226262166+0j),(-0.003529377835410963+0j),(9.446284439810002+17.408131997185123j),(0.9539470076560974+0j),(0.0001204037616844289+0j),(2.4812909503672034e-05+0j),(0.20608084960588852+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.9380192048061423+0j),(-0.0034224626743172308+0j),(9.328955364858654+17.680670651338886j),(0.9526029229164124+0j),(0.00011671829997794703+0j),(2.4743037366806094e-05+0j),(0.211989357037252+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.9379419625353119+0j),(-0.0033119117854584867+0j),(9.216621962778111+17.95688668046179j),(0.9504274725914001+0j),(0.00011311629350529984+0j),(2.463015552486019e-05+0j),(0.217741889887032+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.9378672773515819+0j),(-0.0031978336062053318+0j),(9.092880493028154+18.252543705097942j),(0.9468565583229065+0j),(0.00010933257726719603+0j),(2.444542402066929e-05+0j),(0.22358774147368296+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.9377952282768668+0j),(-0.003080340713533011+0j),(8.929202691178524+18.603778486556365j),(0.9405384063720703+0j),(0.00010484438826097175+0j),(2.4120275299663592e-05+0j),(0.2300578571704285+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.937725891724265+0j),(-0.002959549703643605+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.9376593414079881+0j),(-0.0028355810662124285+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.9375956482562116+0j),(-0.0027085590534229984+0j),,,,,,,(2.036769959165173e-06+0j)
