,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.010346603900270446+0j),(-0.00041365834023757576+0j),(42.12113451300484-90.38600792038845j),(0.14031600952148438+0j),(2.1179494069656357e-05+0j),(9.237612057513777e-06+0j),(0.4361582966586727+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.010316024849847815+0j),(-0.0004050518957282397+0j),(44.18629764659773-87.68376066368623j),(0.1510714441537857+0j),(2.291607052029576e-05+0j),(1.070804113674091e-05+0j),(0.4672721323342615+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.010286098889162175+0j),(-0.00039599413480707755+0j),(46.276159965791166-84.92708309237322j),(0.1616407185792923+0j),(2.473571294103749e-05+0j),(1.2258767666046821e-05+0j),(0.4955898257417541+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.010256858806423482+0j),(-0.0003864988097555643+0j),(48.46973692695241-82.0326318655216j),(0.1719112992286682+0j),(2.669422610779293e-05+0j),(1.3866093180676063e-05+0j),(0.5194416622038011+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.010228336344591193+0j),(-0.000376580454479885+0j),(50.87950099472551-78.86415855785489j),(0.18171246349811554+0j),(2.8881559046567418e-05+0j),(1.549225731512091e-05+0j),(0.5364065454410493+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.010200562144657114+0j),(-0.00036625435876973787+0j),(53.661927891347645-75.20527463331031j),(0.19077745079994202+0j),(3.143471258226782e-05+0j),(1.7076519249714536e-05+0j),(0.5432376454858163+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.01017356569093987+0j),(-0.00035553653959709237+0j),(57.026672023290324-70.7190896470152j),(0.19867636263370514+0j),(3.454800389590673e-05+0j),(1.851985874689092e-05+0j),(0.5360616145202288+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.010147375258612217+0j),(-0.00034444370937904443+0j),(61.241069623575335-64.88718710809086j),(0.20468369126319885+0j),(3.846397521556355e-05+0j),(1.9656751625766004e-05+0j),(0.5110431648212054+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.010122017863688201+0j),(-0.0003329932411227713+0j),(66.63241382016011-56.90531535018618j),(0.2074805051088333+0j),(4.339115912443958e-05+0j),(2.0197604439302717e-05+0j),(0.46547741168607415+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.010097519215703652+0j),(-0.00032120313036302706+0j),(73.62313176226635-45.440541424719676j),(0.20440925657749176+0j),(4.917899059364572e-05+0j),(1.960407641729472e-05+0j),(0.39862705965802614+0j),(25+0j),(2.0367556734508872e-06+0j)
