,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.05670398681933674+0j),(0.0001322987503863578+0j),(9.008771463440437-212.9905808140145j),(0.033483147621154785+0j),(9.911499319059658e-07+0j),(3.374095115413453e-08+0j),(0.03404222718277467+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.056707221414273076+0j),(0.0001446815759622274+0j),(9.392320817873168-212.37607950706075j),(0.04121267423033714+0j),(1.0391638625151245e-06+0j),(5.1117117782435595e-08+0j),(0.04919062298674923+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.05671075863727833+0j),(0.00015789384169654478+0j),(9.883926637114731-211.75296689537723j),(0.04852947220206261+0j),(1.0997561048498028e-06+0j),(7.087872587869384e-08+0j),(0.06444949527093007+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.05671461696554032+0j),(0.00017183940144523043+0j),(10.573192915193836-211.08561804332547j),(0.05497530475258827+0j),(1.1835095392598305e-06+0j),(9.095782293816777e-08+0j),(0.07685432176157447+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.05671881253090616+0j),(0.00018641604428085325+0j),(11.60798836040656-210.3426050645694j),(0.06017936021089554+0j),(1.3078359870632994e-06+0j),(1.0899332424021943e-07+0j),(0.08333867955794685+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.05672335898774879+0j),(0.00020151644868134989+0j),(13.218206271318783-209.5002791697925j),(0.06397271901369095+0j),(1.4998563528934028e-06+0j),(1.2316700629913623e-07+0j),(0.08211920165656685+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.05672826740401576+0j),(0.00021702918897382672+0j),(15.739948187884384-208.53348630946604j),(0.06643547117710114+0j),(1.7995197367781657e-06+0j),(1.3283264023136612e-07+0j),(0.0738156061956774+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.05673354617663645+0j),(0.0002328397890057918+0j),(19.656445328306095-207.3774907415437j),(0.06776977330446243+0j),(2.2650081064057304e-06+0j),(1.3822189149192866e-07+0j),(0.06102489924915483+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.05673920097234358+0j),(0.00024883181790016456+0j),(25.658868522325676-205.86049726668196j),(0.06815265119075775+0j),(2.9810485102643725e-06+0j),(1.3978812374224725e-07+0j),(0.04689226735523677+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.0567452346948418+0j),(0.00026488802261326317+0j),(34.6920493512333-203.60189379956017j),(0.06770231574773788+0j),(4.066398105351254e-06+0j),(1.3794685824173158e-07+0j),(0.033923598887230885+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.05675164747912896+0j),(0.00028089149181257864+0j),(47.97449036017973-199.83115208377356j),(0.06647037714719772+0j),(5.679640707967337e-06+0j),(1.329722605324225e-07+0j),(0.023412090195404522+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.056758436713641634+0j),(0.00029672684526555837+0j),(66.93614752298184-192.96550009104942j),(0.0644080638885498+0j),(8.022874681046233e-06+0j),(1.2484905366739813e-07+0j),(0.015561635776556471+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.0567655970907538+0j),(0.00031228144241504164+0j),(92.61837436172165-179.68587356951605j),(0.061317771673202515+0j),(1.1332277608744334e-05+0j),(1.131559757284599e-07+0j),(0.009985280950154739+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.05677312068599792+0j),(0.0003274466030214933+0j),(123.1253797507234-154.10871862544337j),(0.05690082162618637+0j),(1.5822199202375486e-05+0j),(9.744102437511894e-08+0j),(0.006158500669141463+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.05678099706619568+0j),(0.0003421188315725122+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.05678921342646947+0j),(0.00035620103548902855+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.05679775475584336+0j),(0.0003696037248829176+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.0568066040308172+0j),(0.0003822461786500688+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.056815742435893934+0j),(0.000394057557977707+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.056825149609541055+0j),(0.000404977943944645+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.056834803913457035+0j),(0.00041495927096872165+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.05684468272228564+0j),(0.0004239661227620007+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.05685476273007706+0j),(0.0004319763527595016+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.056865020268853955+0j),(0.00043898148749285356+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.056875431633643475+0j),(0.0004449868700969706+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.056885973407347815+0j),(0.0004500115031628836+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.05689662277793651+0j),(0.00045408755651490023+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.05690735783976456+0j),(0.0004572595168865078+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.056918157870470956+0j),(0.00045958297297064095+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.05692900357500461+0j),(0.0004611230501673702+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.05693987728894083+0j),(0.00046195253282872874+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.05695076313442375+0j),(0.0004621497353541263+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.056961647123765155+0j),(0.00046179620411052497+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.05697251720784246+0j),(0.00046097434689786006+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.05698336326880472+0j),(0.00045976509330805356+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.05699417705900928+0j),(0.0004582456867906249+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.057004952090361466+0j),(0.0004564876979117764+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.057015683480128636+0j),(0.0004545553298870891+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.05702636776071022+0j),(0.00045250406460302817+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.0570370026616979+0j),(0.00045037967300343715+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.057047586872852135+0j),(0.0004482175906804379+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.05705811979640914+0j),(0.00044604263990633886+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.05706860129651328+0j),(0.0004438690644502539+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.05707903145265794+0j),(0.0004417008337647432+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.05708941032293331+0j),(0.00043953216822156696+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.05709973772172774+0j),(0.0004373482362671599+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.05711001301539443+0j),(0.000435125976679742+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.057120234938340377+0j),(0.0004328350035252149+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.05713040143105817+0j),(0.00043043855701878516+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.05714050950082307+0j),(0.00042789446957025774+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.057150555105121875+0j),(0.0004251561222866193+0j),,,,,,,(2.036839346920274e-06+0j)
51,(0.09974358094200132+0j),(0.05716053305736142+0j),(0.00042217337277405205+0j),,,,,,,(2.0368413877366006e-06+0j)
52,(0.09946956677163798+0j),(0.05717043695401004+0j),(0.00041889344002514413+0j),,,,,,,(2.036843428552927e-06+0j)
53,(0.09909738814797496+0j),(0.057180259122039015+0j),(0.00041526173641344666+0j),,,,,,,(2.0368454693692536e-06+0j)
54,(0.09862741236638013+0j),(0.057189990585337025+0j),(0.0004112226403442879+0j),,,,,,,(2.03684751018558e-06+0j)
55,(0.09806010323620912+0j),(0.05719962104865189+0j),(0.0004067202059753362+0j),,,,,,,(2.0368495510019067e-06+0j)
56,(0.09739602062308132+0j),(0.05720913889755582+0j),(0.0004016988086965821+0j),,,,,,,(2.036851591818233e-06+0j)
57,(0.09663581989645381+0j),(0.05721853121292062+0j),(0.0003961037268303904+0j),,,,,,,(2.0368536326345597e-06+0j)
58,(0.09578025128248763+0j),(0.05722778379841587+0j),(0.0003898816613604858+0j),,,,,,,(2.036855673450886e-06+0j)
59,(0.09483015912419318+0j),(0.05723688121959792+0j),(0.00038298119650060253+0j),,,,,,,(2.0368577142672127e-06+0j)
