,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.02648398362473387+0j),(-0.0004532551655404601+0j),(9.041522943905244-223.40926404369503j),(0.08497321605682373+0j),(9.042655619850848e-07+0j),(2.691411202993814e-07+0j),(0.297635043967118+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.02647247419968412+0j),(-0.00043205818306325827+0j),(10.323031385135842-220.26725282168255j),(0.09394435584545135+0j),(1.0615049177431501e-06+0j),(3.289707843266354e-07+0j),(0.30990980713123334+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.026461520659398968+0j),(-0.00041040160431706857+0j),(12.15627887186319-217.06030288347708j),(0.1019020676612854+0j),(1.2860191418440081e-06+0j),(3.8706324822784445e-07+0j),(0.30097782811602547+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.026451134314444843+0j),(-0.00038833262314109306+0j),(14.909522934699766-213.63383232637565j),(0.10856103152036667+0j),(1.6254779211521964e-06+0j),(4.393026943457993e-07+0j),(0.2702606345058234+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.026441325234675253+0j),(-0.00036589969422874354+0j),(19.134290238357995-209.7097697016124j),(0.11375240981578827+0j),(2.1574567199422745e-06+0j),(4.823220937551506e-07+0j),(0.22356049569701486+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.026432102218268545+0j),(-0.0003431523984622555+0j),(25.57694452614082-204.72936173410014j),(0.11744587868452072+0j),(3.00420879284502e-06+0j),(5.141519738092326e-07+0j),(0.17114388821235182+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.026423472764345046+0j),(-0.00032014130163800014+0j),(35.03643707442286-197.58797747033805j),(0.1197005957365036+0j),(4.350324161350727e-06+0j),(5.340827708330233e-07+0j),(0.12276849977708248+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.02641544304933738+0j),(-0.0002969178064015575+0j),(47.89184883747062-186.4724475087357j),(0.12060350179672241+0j),(6.460384611273184e-06+0j),(5.421703712993834e-07+0j),(0.08392230554715145+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.026408017907294863+0j),(-0.00027353399702422545+0j),(63.49528694439268-169.43497547731374j),(0.1203097403049469+0j),(9.69689335761359e-06+0j),(5.395323914026291e-07+0j),(0.05563971588684237+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.02640120081431598+0j),(-0.0002500424763886219+0j),(80.50517316829638-145.56524872703955j),(0.11904289573431015+0j),(1.454714310966665e-05+0j),(5.282298138988618e-07+0j),(0.036311584337673175+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.02639499387732401+0j),(-0.00022649619417902593+0j),(97.88838577825877-114.38818899760945j),(0.11644099652767181+0j),(2.1592823031824082e-05+0j),(5.053913116894013e-07+0j),(0.023405522795446523+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.026389397827433877+0j),(-0.0002029482647455498+0j),(114.27931643396043-73.39226523810069j),(0.10994582623243332+0j),(3.097630542470142e-05+0j),(4.5058158568307996e-07+0j),(0.014546007973041642+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.026384412018207713+0j),(-0.00017945177235894198+0j),(126.24955710139683-13.057091031051593j),(0.09020937979221344+0j),(3.918488437193446e-05+0j),(3.0333277511410266e-07+0j),(0.0077410659741887575+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.02638003442916988+0j),(-0.00015605956048887252+0j),(103.55754253884965+113.46282956274037j),(0.026899250224232674+0j),(2.194203443650622e-05+0j),(2.6970953121972895e-08+0j),(0.0012291910852669057+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.02637626167506014+0j),(-0.00013282400016045062+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.02637308902146206+0j),(-0.00010979673011830387+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.026370510407677236+0j),(-8.702835806070875e-05+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.02636851847806245+0j),(-6.456810697717873e-05+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.026367104623139872+0j),(-4.246341538483677e-05+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.026366259030784094+0j),(-2.075956024413929e-05+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.02636597074665924+0j),(5.006790760392067e-07+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.026366227744172976+0j),(2.1277418441957756e-05+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.02636701700622235+0j),(4.1534180375997076e-05+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.026368324621169902+0j),(6.123847968890367e-05+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.026370135894764463+0j),(8.036246706409552e-05+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.026372435479464797+0j),(9.888362710618318e-05+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.026375207522308007+0j),(0.00011678550996494745+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.026378435831742913+0j),(0.00013405846176760755+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.026382104062686994+0j),(0.00015070029909914918+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.02638619591737537+0j),(0.0001667168519815044+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.02639069535737775+0j),(0.0001821222818702974+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.026395586819631413+0j),(0.00019693907327984463+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.02640085542683711+0j),(0.00021119760760018635+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.02640648718063177+0j),(0.0002249352615165593+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.026412469125208393+0j),(0.00023819503031815946+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.026418789470010185+0j),(0.00025102374953551825+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.026425437662954725+0j),(0.00026347005955944724+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.02643240441003007+0j),(0.00027558230672691+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.026439681642268283+0j),(0.0002874065854308644+0j),,,,,,,(2.036814857124356e-06+0j)
