,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.01124162022605588+0j),(-0.0005263495806744278+0j),(14.476997644824296-102.50518246815426j),(0.13874520361423492+0j),(6.754265086783562e-06+0j),(3.0547291986955195e-06+0j),(0.4522667025125908+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.011214098084047448+0j),(-0.0005157854947876127+0j),(15.583220490458082-101.43372774026277j),(0.14967788755893707+0j),(7.3982655521831475e-06+0j),(3.555101866824893e-06+0j),(0.48053180056179806+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.011187147296719486+0j),(-0.0005046497140293652+0j),(16.88211710684076-100.29535399087656j),(0.16032476723194122+0j),(8.160186553141102e-06+0j),(4.078852447944663e-06+0j),(0.49984794114475106+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.011160797483751752+0j),(-0.0004929600481009524+0j),(18.507388649538747-99.01016892878107j),(0.17051130533218384+0j),(9.120922186411917e-06+0j),(4.613633768581635e-06+0j),(0.5058297477260459+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.011135077299984513+0j),(-0.00048073533694427574+0j),(20.66116315276238-97.43999826319931j),(0.18001221120357513+0j),(1.0412352821731474e-05+0j),(5.1421020599679895e-06+0j),(0.49384631389324235+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.01111001438213435+0j),(-0.00046799541509754756+0j),(23.630596285224236-95.34566008517943j),(0.18856142461299896+0j),(1.2244810932315886e-05+0j),(5.6421218391597765e-06+0j),(0.46077655835986603+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.011085635297496715+0j),(-0.0004547610718701168+0j),(27.78184014131845-92.31785274435559j),(0.19587789475917816+0j),(1.4945404473110102e-05+0j),(6.088462203371298e-06+0j),(0.4073802227517971+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.011061965494858278+0j),(-0.0004410540072238011+0j),(33.49226463546501-87.68953395718786j),(0.20168372988700867+0j),(1.9005487047252245e-05+0j),(6.454736054111757e-06+0j),(0.33962486928452396+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.011039029257848242+0j),(-0.0004268967832374351+0j),(40.99070753733315-80.48918445698826j),(0.20562973618507385+0j),(2.5120652935584076e-05+0j),(6.709784864029838e-06+0j),(0.26710232736527517+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.011016849660964752+0j),(-0.0004123127710183333+0j),(50.19950530097105-69.5050892476264j),(0.20687782764434814+0j),(3.414485036046244e-05+0j),(6.791483552832681e-06+0j),(0.19890213256569975+0j),(25+0j),(2.0367556734508872e-06+0j)
