,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.8661697191085596+0j),(-0.0009081606545834102+0j),(22.573372738307196-2.0506202018231923j),(0.8508527874946594+0j),(0.00021968693181406707+0j),(4.8943730312484934e-05+0j),(0.2227885377993656+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.8661485343685075+0j),(-0.0007734652619443306+0j),(22.646329576456186-1.6654045549014718j),(0.8578386306762695+0j),(0.0002195986598962918+0j),(4.975072501754853e-05+0j),(0.22655295365210304+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.8661305352142347+0j),(-0.0006376834031159965+0j),(22.687128221924738-1.3413129516688445j),(0.8660781979560852+0j),(0.000219621550058946+0j),(5.0711029438288954e-05+0j),(0.2309018829194048+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.8661157454505695+0j),(-0.0005009663713617906+0j),(22.646962176326006-1.1607996578552204j),(0.8780224323272705+0j),(0.0002202015748480335+0j),(5.211940366943922e-05+0j),(0.23668951371218894+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.8661041853004576+0j),(-0.0003634669988810945+0j),(21.96426369522348-2.0372652630683317j),(0.9209361672401428+0j),(0.00022570067085325718+0j),(5.733862479907268e-05+0j),(0.25404720589577817+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.8660958713711422+0j),(-0.00022533945094908376+0j),(22.166663500758784-1.4962515599520563j),(0.9213253259658813+0j),(0.0002245408104499802+0j),(5.738709404486343e-05+0j),(0.2555753403127903+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.8660908166252244+0j),(-8.673901755094198e-05+0j),(22.359968611603364-0.9621698727559883j),(0.9215134382247925+0j),(0.00022320056450553238+0j),(5.741053053933356e-05+0j),(0.2572149880826603+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.8660890303566544+0j),(5.217809714106435e-05+0j),(22.54488376896156-0.42687039295526663j),(0.9213869571685791+0j),(0.00022170026204548776+0j),(5.739477201446287e-05+0j),(0.25888454747377243+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.8660905181717061+0j),(0.00019125498709495818+0j),(22.721217811602195+0.12251469721335347j),(0.9207718372344971+0j),(0.00022005218488629907+0j),(5.731816384594702e-05+0j),(0.2604753225947895+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.8660952819749653+0j),(0.00033033425819483205+0j),(22.887285109473574+0.7059879406267773j),(0.9194056391716003+0j),(0.00021825419389642775+0j),(5.714819802725325e-05+0j),(0.26184238207295507+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.8661033199603729+0j),(0.00046925824310622803+0j),(23.038682714927628+1.3579999353779024j),(0.9168877005577087+0j),(0.00021627481328323483+0j),(5.683560778887868e-05+0j),(0.26279346598924774+0j),(30+0j),(2.0367577142672137e-06+0j)
