,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.08590483465368101+0j),(0.0008505761925502724+0j),(6.908158009998095-188.38443878213286j),(0.03381413221359253+0j),(9.719786930872942e-07+0j),(8.115249957398991e-08+0j),(0.08349205610281987+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.08592270820862798+0j),(0.0008454202906483987+0j),(7.4757950220025435-186.43986784492836j),(0.041646089404821396+0j),(1.0736180229287129e-06+0j),(1.2309881222074395e-07+0j),(0.11465792264267678+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.08594045617377567+0j),(0.0008387473736892094+0j),(8.126201856037898-184.58660756722918j),(0.04955724626779556+0j),(1.1901829566340894e-06+0j),(1.743089714902293e-07+0j),(0.14645561047453223+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.08595804677974833+0j),(0.0008305985771685971+0j),(8.905054769884444-182.78003324569903j),(0.05730706453323364+0j),(1.3295863254825235e-06+0j),(2.3308897609599424e-07+0j),(0.17530939633528747+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.08597544918301168+0j),(0.0008210199812280592+0j),(9.888775098851216-180.96504145845373j),(0.06464101374149323+0j),(1.5053070683279657e-06+0j),(2.9656624995528854e-07+0j),(0.1970137895417593+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.08599263357376977+0j),(0.000810062886055482+0j),(11.199284763060364-179.0684791217221j),(0.0712968036532402+0j),(1.7394947917637182e-06+0j),(3.6078255396153743e-07+0j),(0.2074065157710135+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.08600957129027408+0j),(0.0007977841405864101+0j),(13.022202603246576-176.98603025884472j),(0.07703124731779099+0j),(2.06741697184043e-06+0j),(4.2115238896852353e-07+0j),(0.20370945711721158+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.08602623494054044+0j),(0.0007842465116790093+0j),(15.624056299901788-174.55406646880138j),(0.08165594190359116+0j),(2.5435160750930663e-06+0j),(4.732395075374919e-07+0j),(0.18605721118557358+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.08604259853209709+0j),(0.0007695190715287625+0j),(19.353513117903855-171.49432539002802j),(0.08506104350090027+0j),(3.2488549095432973e-06+0j),(5.135311833853144e-07+0j),(0.15806528690365654+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.08605863760977239+0j),(0.000753677567681535+0j),(24.59380423331516-167.33628181403083j),(0.08721398562192917+0j),(4.298633029975463e-06+0j),(5.398556811846872e-07+0j),(0.1255877571823731+0j),(25+0j),(2.0367556734508872e-06+0j)
