,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.03323455296234743+0j),(-0.0005295226043432243+0j),(19.324508741448376-22.788894680067173j),(0.5676008462905884+0j),(0.00010822767217177898+0j),(5.500183804499814e-05+0j),(0.5082049437199316+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.03322003949379231+0j),(-0.0005157478411211438+0j),(19.561366834697438-21.761165335751475j),(0.5890915393829346+0j),(0.00011423414252931252+0j),(5.924568225835441e-05+0j),(0.518633754730132+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.03320591307138219+0j),(-0.000501349594721669+0j),(19.814783282519727-20.77747639456859j),(0.6094096899032593+0j),(0.00012018721463391557+0j),(6.340300548293296e-05+0j),(0.527535359531007+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.0331921906158945+0j),(-0.00048634282277339977+0j),(20.104360378751007-19.82017008279729j),(0.6282529234886169+0j),(0.0001261212455574423+0j),(6.738452490245557e-05+0j),(0.5342836934778374+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.033178888623833745+0j),(-0.0004707434500465912+0j),(20.45992920953652-18.860811585697046j),(0.6451612710952759+0j),(0.00013211210898589343+0j),(7.10604105156929e-05+0j),(0.5378796164951128+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.033166023141075446+0j),(-0.0004545683530962015+0j),(20.926977664048966-17.852774134744347j),(0.6594063639640808+0j),(0.00013828511873725802+0j),(7.423306676058505e-05+0j),(0.5368116789314692+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.03315360973695735+0j),(-0.00043783534307600047+0j),(21.574829083512668-16.71810013454193j),(0.6697983145713806+0j),(0.0001448036200599745+0j),(7.659126368935618e-05+0j),(0.5289319677065654+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.0331416634788674+0j),(-0.00042056314676785925+0j),(22.509527806213477-15.322291034466156j),(0.6743106842041016+0j),(0.0001517935743322596+0j),(7.762671645124934e-05+0j),(0.5113965910133516+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.03313019890737683+0j),(-0.0004027713858697579+0j),(23.89672731740283-13.419808892038457j),(0.6692661046981812+0j),(0.0001590686006238684+0j),(7.646959592394268e-05+0j),(0.4807334422005869+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.033119230011965754+0j),(-0.0003844805545856048+0j),(26.014555986232686-10.512932275395114j),(0.6472522020339966+0j),(0.00016521807992830873+0j),(7.15217624011799e-05+0j),(0.4328930733985927+0j),(25+0j),(2.0367556734508872e-06+0j)
