,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.5383018583418886+0j),(0.0029122353601393463+0j),(4.9363239051325705-44.133833158507194j),(0.3331136405467987+0j),(1.2514980880951043e-05+0j),(6.31009924079569e-06+0j),(0.5042036660559541+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.5383903348275482+0j),(0.0029341522477321696+0j),(5.059863594061627-42.69803502600101j),(0.35530737042427063+0j),(1.3684717487194575e-05+0j),(7.17893116179202e-06+0j),(0.5245947655484798+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.5384794332926801+0j),(0.002952914468853911+0j),(5.180716789452295-41.39301365180487j),(0.3770442605018616+0j),(1.4885196833347436e-05+0j),(8.084180921416367e-06+0j),(0.5431020504415035+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.5385690571527355+0j),(0.0029685161038711366+0j),(5.304039025357102-40.21175964717571j),(0.3982006311416626+0j),(1.61205098265782e-05+0j),(9.016858284097192e-06+0j),(0.5593407641010784+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.5386591097052823+0j),(0.0029809553534277003+0j),(5.437093965964689-39.14705997742349j),(0.4186422824859619+0j),(1.7403635865775868e-05+0j),(9.966382135334432e-06+0j),(0.5726609205225476+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.5387494942554124+0j),(0.002990234497844671+0j),(5.590357538971849-38.19102294396592j),(0.43822240829467773+0j),(1.8761995306704193e-05+0j),(1.0920449589034234e-05+0j),(0.5820516107437702+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.5388401142397834+0j),(0.002996359848451793+0j),(5.779099588596524-37.334389203998505j),(0.45677831768989563+0j),(2.0245477571734227e-05+0j),(1.1864851781878871e-05+0j),(0.586049488822334+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.53893087334905+0j),(0.0029993416909242154+0j),(6.025617159910879-36.56553835207996j),(0.474127858877182+0j),(2.1937676137895323e-05+0j),(1.2783280091730106e-05+0j),(0.5827089437995742+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.5390216756484413+0j),(0.002999194220714835+0j),(6.362329684118109-35.8690428271203j),(0.4900660514831543+0j),(2.3971348127815872e-05+0j),(1.3657166150339572e-05+0j),(0.5697287477333021+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.539112425696243+0j),(0.0029959354706900008+0j),(6.835962576155268-35.2234477038751j),(0.5043622851371765+0j),(2.654899981280323e-05+0j),(1.4465603714179859e-05+0j),(0.5448643570822519+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.5392030286599486+0j),(0.002989587231094235+0j),(7.512986338699785-34.59754284583538j),(0.5167573094367981+0j),(2.9969543902552687e-05+0j),(1.518534323188952e-05+0j),(0.5066925036051714+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.5392933904298484+0j),(0.002980174961987719+0j),(8.486247707049772-33.94345590216531j),(0.5269539952278137+0j),(3.46610504493583e-05+0j),(1.5790531889852623e-05+0j),(0.4555699173896492+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.539383417729825+0j),(0.0029677276983194837+0j),(9.882127232392715-33.183215703462j),(0.5345873832702637+0j),(4.121729580219835e-05+0j),(1.625132462529617e-05+0j),(0.3942841059560583+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.5394730182251374+0j),(0.00295227794781936+0j),(11.866368087600561-32.18294522064951j),(0.5391353964805603+0j),(5.042847988079302e-05+0j),(1.6529017822331685e-05+0j),(0.3277714866956992+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.5395621006269745+0j),(0.002933861581912679+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.5396505747935685+0j),(0.002912517719884593+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.5397383518276645+0j),(0.0028882886065458384+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.5398253441701544+0j),(0.002861219483679212+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.539911465689688+0j),(0.0028313584555779334+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.5399966317680848+0j),(0.002798756349025061+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.540080759381386+0j),(0.002763466568110096+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.5401637671763916+0j),(0.0027255449443411447+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.5402455755425493+0j),(0.0026850495825979804+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.5403261066790798+0j),(0.00264204070360088+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.5404052846572429+0j),(0.002596580483777841+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.5404830354776831+0j),(0.002548732893766799+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.5405592871228448+0j),(0.002498563537436292+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.5406339696045196+0j),(0.002446139494569815+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.5407070150067249+0j),(0.0023915291729976413+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.5407783575243853+0j),(0.0023348021819284085+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.5408479334988324+0j),(0.0022760292506548365+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.5409156814516808+0j),(0.0022152822036618338+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.5409815421185012+0j),(0.002152633972266195+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.541045458483575+0j),(0.0020881586537081307+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.5411073758179433+0j),(0.0020219316673907974+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.5411672417240978+0j),(0.001954030033039021+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.541225006191088+0j),(0.001884532773594977+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.5412806216638327+0j),(0.0018135214410244034+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.5413340431300526+0j),(0.001741080742810574+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.5413852282270627+0j),(0.0016672992140183997+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.5414341373683557+0j),(0.0015922698392405283+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.5414807338863397+0j),(0.001516090486957904+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.5415249841829477+0j),(0.0014388639899456336+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.5415668578747889+0j),(0.0013606977079510458+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.541606327915276+0j),(0.0012817024596146994+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.5416433706742746+0j),(0.0012019908130083744+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.5416779659575572+0j),(0.00112167485922415+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.5417100969541+0j),(0.0010408637206749743+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.5417397501080776+0j),(0.00095966111893124+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.5417669149221958+0j),(0.0008781633174947293+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.5417915837073257+0j),(0.0007964576677506665+0j),,,,,,,(2.036839346920274e-06+0j)
51,(0.09974358094200132+0j),(0.5418137512983907+0j),(0.0007146218562503502+0j),,,,,,,(2.0368413877366006e-06+0j)
52,(0.09946956677163798+0j),(0.5418334147575005+0j),(0.0006327238237273587+0j),,,,,,,(2.036843428552927e-06+0j)
53,(0.09909738814797496+0j),(0.5418505730830362+0j),(0.0005508222351082406+0j),,,,,,,(2.0368454693692536e-06+0j)
54,(0.09862741236638013+0j),(0.5418652269390515+0j),(0.0004689673378156403+0j),,,,,,,(2.03684751018558e-06+0j)
55,(0.09806010323620912+0j),(0.5418773784143873+0j),(0.000387202046297146+0j),,,,,,,(2.0368495510019067e-06+0j)
56,(0.09739602062308132+0j),(0.5418870308163557+0j),(0.00030556311788468673+0j),,,,,,,(2.036851591818233e-06+0j)
57,(0.09663581989645381+0j),(0.541894188500297+0j),(0.0002240823225270266+0j),,,,,,,(2.0368536326345597e-06+0j)
58,(0.09578025128248763+0j),(0.5418988567338879+0j),(0.00014278754517173473+0j),,,,,,,(2.036855673450886e-06+0j)
59,(0.09483015912419318+0j),(0.5419010415936465+0j),(6.170378879197172e-05+0j),,,,,,,(2.0368577142672127e-06+0j)
