,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.060978202496003366+0j),(-0.0005338646099935576+0j),(5.31716622944833-73.74640216255341j),(0.18688556551933289+0j),(4.86313092551427e-06+0j),(1.2039346230858997e-06+0j),(0.24756368716488653+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.06091049361281867+0j),(-0.0004969431989542278+0j),(5.6094063404181975-72.77580129475719j),(0.19881509244441986+0j),(5.264287665340817e-06+0j),(1.362542586076538e-06+0j),(0.258827532364405+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.06084766140734904+0j),(-0.0004593233916597326+0j),(6.003048749666708-71.82208669485345j),(0.2099362313747406+0j),(5.778320428362349e-06+0j),(1.5192392767110515e-06+0j),(0.26292056585405105+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.060789793694773345+0j),(-0.00042105928375039546+0j),(6.569351247217074-70.86084847998097j),(0.21994173526763916+0j),(6.4857817960728426e-06+0j),(1.6675032168167987e-06+0j),(0.2571013440240121+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.060736971114199664+0j),(-0.00038220646840658626+0j),(7.420414606142671-69.85885329127534j),(0.22853527963161469+0j),(7.517647190979915e-06+0j),(1.8003539327367369e-06+0j),(0.23948369576280465+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.06068926693880576+0j),(-0.00034282194399653555+0j),(8.727535359641227-68.76528222497147j),(0.2354963719844818+0j),(9.082021279027686e-06+0j),(1.9117003856181607e-06+0j),(0.2104928326949291+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.060646746898281166+0j),(-0.0003029640183940398+0j),(10.742106143043461-67.48480980704163j),(0.2407078891992569+0j),(1.1502169400046114e-05+0j),(1.9972481845431798e-06+0j),(0.17364099893496374+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.060609469013994145+0j),(-0.00026269221015789404+0j),(13.809376663579288-65.81486945050663j),(0.24410423636436462+0j),(1.5268080460373312e-05+0j),(2.0540074721102936e-06+0j),(0.13452951583804215+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.06057748344728121+0j),(-0.0002220671467726605+0j),(18.345603544100996-63.333479712218626j),(0.2455417513847351+0j),(2.109806882799603e-05+0j),(2.078270554753384e-06+0j),(0.09850525048982814+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.06055083236122969+0j),(-0.0001811504601569216+0j),(24.725270827195786-59.26297745697329j),(0.24457360804080963+0j),(2.998132367793005e-05+0j),(2.06191409298529e-06+0j),(0.06877328416633963+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.060529549796297356+0j),(-0.00014000467965094186+0j),(33.08601801952028-52.40812009371344j),(0.23987770080566406+0j),(4.306616756366566e-05+0j),(1.9834951419444703e-06+0j),(0.046056922502152674+0j),(30+0j),(2.0367577142672137e-06+0j)
