,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.04156160353941751+0j),(-0.0005703951233283275+0j),(6.186032496056473+71.49287786454691j),(0.15222330391407013+0j),(6.006439889461035e-06+0j),(4.885007331227931e-07+0j),(0.08132949669236211+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.04149858826763441+0j),(-0.0005602265722828969+0j),(6.308606432006384+71.67465765292897j),(0.1612057238817215+0j),(6.092850071581779e-06+0j),(5.478527530895176e-07+0j),(0.08991732057297912+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.04143673904493827+0j),(-0.000549444070058379+0j),(6.477217662725666+71.87561210623831j),(0.1693580001592636+0j),(6.2184549278754275e-06+0j),(6.04664352232952e-07+0j),(0.09723707243135704+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.04137612370101577+0j),(-0.0005380565815430576+0j),(6.724413833290804+72.10805308150144j),(0.17630217969417572+0j),(6.410563855752116e-06+0j),(6.552669979745967e-07+0j),(0.10221674921569247+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.041316809024583435+0j),(-0.000526073845050098+0j),(7.103369473926436+72.38540986073777j),(0.18166543543338776+0j),(6.713823495374527e-06+0j),(6.957409093831476e-07+0j),(0.10362812037916647+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.04125886067767166+0j),(-0.0005135063658142973+0j),(7.699347252352863+72.72177697341694j),(0.18516714870929718+0j),(7.198694220278412e-06+0j),(7.228210814872633e-07+0j),(0.1004100270645067+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.041202343110697814+0j),(-0.0005003654083195266+0j),(8.646656148405826+73.13705555423797j),(0.18665103614330292+0j),(7.971038030518685e-06+0j),(7.344525490992528e-07+0j),(0.09214013862275616+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.04114731947845659+0j),(-0.00048666298749020214+0j),(10.154425498509308+73.67662333964405j),(0.18596288561820984+0j),(9.178959771816153e-06+0j),(7.29046929818272e-07+0j),(0.07942587699935223+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.04109385155715251+0j),(-0.0004724118587775355+0j),(12.549428390429137+74.46110035434576j),(0.18261629343032837+0j),(1.1004513908119407e-05+0j),(7.030431473988676e-07+0j),(0.06388679711514969+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.04104199966259597+0j),(-0.0004576255071690792+0j),(16.35868484087106+75.80095933476332j),(0.17522260546684265+0j),(1.3601873433799483e-05+0j),(6.472666036736598e-07+0j),(0.047586577453754136+0j),(25+0j),(2.0367556734508872e-06+0j)
10,(0.03470008606296842+0j),(0.0409918225696809+0j),(-0.0004423181351483989+0j),(22.497558405937543+78.47230094292584j),(0.16071589291095734+0j),(1.6879808754310943e-05+0j),(5.445284599492898e-07+0j),(0.03225916050797805+0j),(30+0j),(2.0367577142672137e-06+0j)
11,(0.037628868226188134+0j),(0.04094337743325986+0j),(-0.0004265046496307635+0j),(32.73454302752574+84.47256472670173j),(0.13395217061042786+0j),(1.9942659491789527e-05+0j),(3.7827047357267636e-07+0j),(0.018967905144667983+0j),(35+0j),(2.0367597550835403e-06+0j)
12,(0.04052051523912342+0j),(0.04089671971052886+0j),(-0.00041020064789989345+0j),(50.46624427395198+99.33183995584227j),(0.0908573642373085+0j),(2.0326908270362765e-05+0j),(1.7402963120987802e-07+0j),(0.008561539654489334+0j),(40+0j),(2.0367617958998668e-06+0j)
13,(0.04337217339595485+0j),(0.040851903085031796+0j),(-0.0003934224025702652+0j),(76.41712859665367+135.24800589351622j),(0.04273911193013191+0j),(1.5833424185984768e-05+0j),(3.8508262159469524e-08+0j),(0.0024320868125011002+0j),(45+0j),(2.0367638367161933e-06+0j)
14,(0.04618102845402938+0j),(0.040808979392391594+0j),(-0.00037618684559943263+0j),,,,,,,(2.0367658775325198e-06+0j)
15,(0.0489443084125218+0j),(0.04076799854787249+0j),(-0.0003585115513747064+0j),,,,,,,(2.0367679183488463e-06+0j)
16,(0.051659286247727844+0j),(0.04072900847587495+0j),(-0.0003404147188985674+0j),,,,,,,(2.036769959165173e-06+0j)
17,(0.054323282604307334+0j),(0.04069205504146223+0j),(-0.00032191515309764045+0j),,,,,,,(2.0367719999814993e-06+0j)
18,(0.056933668439185375+0j),(0.04065718198401488+0j),(-0.0003030322452803332+0j),,,,,,,(2.036774040797826e-06+0j)
19,(0.059487867617303083+0j),(0.04062443085310626+0j),(-0.00028378595276860863+0j),,,,,,,(2.0367760816141523e-06+0j)
20,(0.06198335945213838+0j),(0.040593840946689726+0j),(-0.0002641967777300092+0j),,,,,,,(2.036778122430479e-06+0j)
21,(0.06441768119453459+0j),(0.040565449251684864+0j),(-0.0002442857452364784+0j),,,,,,,(2.0367801632468054e-06+0j)
22,(0.06678843046283113+0j),(0.040539290387047434+0j),(-0.0002240743805769637+0j),,,,,,,(2.036782204063132e-06+0j)
23,(0.06909326761319817+0j),(0.040515396549404455+0j),(-0.0002035846858515091+0j),,,,,,,(2.0367842448794584e-06+0j)
24,(0.07132991805070214+0j),(0.04049379746133287+0j),(-0.000182839115874803+0j),,,,,,,(2.036786285695785e-06+0j)
25,(0.07349617447110039+0j),(0.040474520322357134+0j),(-0.00016186055341791322+0j),,,,,,,(2.0367883265121114e-06+0j)
26,(0.0755898990403396+0j),(0.04045758976273748+0j),(-0.0001406722838172737+0j),,,,,,,(2.036790367328438e-06+0j)
27,(0.07760902550530327+0j),(0.040443027800118034+0j),(-0.00011929796898004855+0j),,,,,,,(2.0367924081447644e-06+0j)
28,(0.07955156123194253+0j),(0.04043085379909998+0j),(-9.776162081563181e-05+0j),,,,,,,(2.036794448961091e-06+0j)
29,(0.08141558917159784+0j),(0.04042108443380216+0j),(-7.608757412313687e-05+0j),,,,,,,(2.0367964897774174e-06+0j)
30,(0.0831992697546029+0j),(0.04041373365346789+0j),(-5.4300458964526085e-05+0j),,,,,,,(2.036798530593744e-06+0j)
31,(0.0849008427031277+0j),(0.040408812651173756+0j),(-3.2425172553206805e-05+0j),,,,,,,(2.0368005714100704e-06+0j)
32,(0.08651862877028785+0j),(0.04040632983569236+0j),(-1.0486850687433677e-05+0j),,,,,,,(2.036802612226397e-06+0j)
33,(0.08805103139617805+0j),(0.040406290806558415+0j),(1.1489161242776068e-05+0j),,,,,,,(2.0368046530427235e-06+0j)
34,(0.08949653828428333+0j),(0.040408698332383856+0j),(3.347733764720434e-05+0j),,,,,,,(2.03680669385905e-06+0j)
35,(0.09085372289449278+0j),(0.04041355233246497+0j),(5.545200249883151e-05+0j),,,,,,,(2.0368087346753765e-06+0j)
36,(0.09212124584910604+0j),(0.04042084986172135+0j),(7.738735944380242e-05+0j),,,,,,,(2.036810775491703e-06+0j)
37,(0.0932978562559968+0j),(0.040430585099004074+0j),(9.925752223505642e-05+0j),,,,,,,(2.0368128163080295e-06+0j)
38,(0.09438239294274735+0j),(0.04044274933880816+0j),(0.0001210365454695872+0j),,,,,,,(2.036814857124356e-06+0j)
39,(0.09537378560269487+0j),(0.04045733098642185+0j),(0.0001426984556128027+0j),,,,,,,(2.0368168979406825e-06+0j)
40,(0.09627105585054985+0j),(0.04047431555654416+0j),(0.00016421728229824018+0j),,,,,,,(2.036818938757009e-06+0j)
41,(0.09707331818944216+0j),(0.04049368567540113+0j),(0.0001855670898970779+0j),,,,,,,(2.0368209795733355e-06+0j)
42,(0.0977797808830829+0j),(0.04051542108639072+0j),(0.00020672200935957283+0j),,,,,,,(2.036823020389662e-06+0j)
43,(0.09838974673808566+0j),(0.04053949865928737+0j),(0.0002276562703406936+0j),,,,,,,(2.0368250612059886e-06+0j)
44,(0.09890261379179364+0j),(0.040565892403039455+0j),(0.0002483442336354275+0j),,,,,,,(2.036827102022315e-06+0j)
45,(0.099317875906344+0j),(0.04059457348219607+0j),(0.0002687604239661218+0j),,,,,,,(2.0368291428386416e-06+0j)
46,(0.0996351232681338+0j),(0.04062551023700616+0j),(0.0002888795631865764+0j),,,,,,,(2.036831183654968e-06+0j)
47,(0.09985404279239218+0j),(0.04065866820724169+0j),(0.00030867660399697475+0j),,,,,,,(2.0368332244712946e-06+0j)
48,(0.09997441843193673+0j),(0.040694010159808856+0j),(0.0003281267643027151+0j),,,,,,,(2.036835265287621e-06+0j)
49,(0.09999613139054436+0j),(0.04073149612022946+0j),(0.0003472055624024346+0j),,,,,,,(2.0368373061039476e-06+0j)
50,(0.09991916024014634+0j),(0.040771083408099+0j),(0.0003658888532610673+0j),,,,,,,(2.036839346920274e-06+0j)
51,(0.09974358094200132+0j),(0.04081272667666166+0j),(0.0003841528662199848+0j),,,,,,,(2.0368413877366006e-06+0j)
52,(0.09946956677163798+0j),(0.040856377956689185+0j),(0.0004019742446288733+0j),,,,,,,(2.036843428552927e-06+0j)
53,(0.09909738814797496+0j),(0.040901986704914975+0j),(0.00041933008806872715+0j),,,,,,,(2.0368454693692536e-06+0j)
54,(0.09862741236638013+0j),(0.04094949985731286+0j),(0.0004361979971930067+0j),,,,,,,(2.03684751018558e-06+0j)
55,(0.09806010323620912+0j),(0.040998861887338416+0j),(0.00045255611806341604+0j),,,,,,,(2.0368495510019067e-06+0j)
56,(0.09739602062308132+0j),(0.041050014868881025+0j),(0.000468383182467782+0j),,,,,,,(2.036851591818233e-06+0j)
57,(0.09663581989645381+0j),(0.041102898543649916+0j),(0.00048365854728264014+0j),,,,,,,(2.0368536326345597e-06+0j)
58,(0.09578025128248763+0j),(0.04115745039319478+0j),(0.000498362238394891+0j),,,,,,,(2.036855673450886e-06+0j)
59,(0.09483015912419318+0j),(0.04121360571611231+0j),(0.0005124749999760552+0j),,,,,,,(2.0368577142672127e-06+0j)
60,(0.09378648104782472+0j),(0.04127129771097308+0j),(0.0005259783480027654+0j),,,,,,,(2.036859755083539e-06+0j)
61,(0.09265024703763886+0j),(0.04133045756543683+0j),(0.000538854627945367+0j),,,,,,,(2.0368617958998657e-06+0j)
62,(0.09142257841942449+0j),(0.04139101455203908+0j),(0.0005510870769643845+0j),,,,,,,(2.0368638367161922e-06+0j)
63,(0.09010468675404737+0j),(0.041452896131176066+0j),(0.0005626598910731422+0j),,,,,,,(2.0368658775325187e-06+0j)
64,(0.08869787264116509+0j),(0.04151602806186638+0j),(0.0005735582977235339+0j),,,,,,,(2.0368679183488452e-06+0j)
65,(0.08720352443660778+0j),(0.04158033452091387+0j),(0.0005837686341948458+0j),,,,,,,(2.0368699591651718e-06+0j)
66,(0.0856231168816385+0j),(0.04164573823113034+0j),(0.0005932784320123284+0j),,,,,,,(2.0368719999814983e-06+0j)
67,(0.08395820964770916+0j),(0.04171216059928792+0j),(0.0006020765073776012+0j),,,,,,,(2.0368740407978248e-06+0j)
68,(0.0822104457974601+0j),(0.041779521864449776+0j),(0.000610153057236145+0j),,,,,,,(2.0368760816141513e-06+0j)
69,(0.08038155016239674+0j),(0.04184774125725783+0j),(0.0006174997601165454+0j),,,,,,,(2.036878122430478e-06+0j)
70,(0.07847332764190332+0j),(0.041916737170625204+0j),(0.0006241098802356584+0j),,,,,,,(2.0368801632468043e-06+0j)
71,(0.0764876614212251+0j),(0.04198642734206852+0j),(0.0006299783725677682+0j),,,,,,,(2.036882204063131e-06+0j)
72,(0.07442651111318954+0j),(0.04205672904760693+0j),(0.0006351019856384656+0j),,,,,,,(2.0368842448794573e-06+0j)
73,(0.07229191082430506+0j),(0.042127559306737276+0j),(0.0006394793577689807+0j),,,,,,,(2.036886285695784e-06+0j)
74,(0.07008596714786237+0j),(0.042198835097459406+0j),(0.0006431111014455754+0j),,,,,,,(2.0368883265121103e-06+0j)
75,(0.06781085708265433+0j),(0.04227047357968166+0j),(0.0006459998695474908+0j),,,,,,,(2.036890367328437e-06+0j)
76,(0.06546882588866755+0j),(0.04234239232460176+0j),(0.0006481503965050575+0j),,,,,,,(2.0368924081447634e-06+0j)
77,(0.06306218486767422+0j),(0.04241450954687689+0j),(0.0006495695072727101+0j),,,,,,,(2.03689444896109e-06+0j)
78,(0.060593309083804794+0j),(0.042486744335631765+0j),(0.0006502660874864137+0j),,,,,,,(2.0368964897774164e-06+0j)
79,(0.05806463501997943+0j),(0.04255901687968866+0j),(0.0006502510094818091+0j),,,,,,,(2.036898530593743e-06+0j)
80,(0.05547865817103747+0j),(0.04263124868193145+0j),(0.000649537011029225+0j),,,,,,,(2.0369005714100694e-06+0j)
81,(0.05283793058449893+0j),(0.04270336275753142+0j),(0.0006481385266044931+0j),,,,,,,(2.036902612226396e-06+0j)
82,(0.05014505833935812+0j),(0.04277528381093603+0j),(0.0006460714745003409+0j),,,,,,,(2.0369046530427224e-06+0j)
83,(0.04740269897603028+0j),(0.042846938387090125+0j),(0.00064335300668543+0j),,,,,,,(2.036906693859049e-06+0j)
84,(0.04461355887180915+0j),(0.04291825499330766+0j),(0.0006400012315437858+0j),,,,,,,(2.0369087346753754e-06+0j)
85,(0.04178039057190175+0j),(0.04298916418947116+0j),(0.0006360349219952344+0j),,,,,,,(2.036910775491702e-06+0j)
86,(0.038905990070055387+0j),(0.04305959864569134+0j),(0.000631473222646705+0j),,,,,,,(2.0369128163080284e-06+0j)
87,(0.03599319405318604+0j),(0.043129493168066475+0j),(0.0006263353693972533+0j),,,,,,,(2.036914857124355e-06+0j)
88,(0.03304487709929631+0j),(0.04319878469458949+0j),(0.0006206404333935594+0j),,,,,,,(2.0369168979406815e-06+0j)
89,(0.03006394884091816+0j),(0.04326741226443346+0j),(0.0006144070986933009+0j),,,,,,,(2.036918938757008e-06+0j)
90,(0.027053351095041197+0j),(0.04333531696471408+0j),(0.0006076534798598549+0j),,,,,,,(2.0369209795733345e-06+0j)
91,(0.02401605495852973+0j),(0.043402441859336886+0j),(0.0006003969824342333+0j),,,,,,,(2.036923020389661e-06+0j)
