,Vg,Vo,Ig,Zin,Vl,Pin,Pout,PCE,Temperature,Time
0,(0.004020126480312548+0j),(0.007091818263075491+0j),(-0.00041392096258337257+0j),(6.49890817105371+101.8815902422356j),(0.059392936527729034+0j),(3.1178481094684685e-06+0j),(3.1780893750997563e-07+0j),(0.10193214241092578+0j),(-20+0j),(2.0367373061039487e-06+0j)
1,(0.0071566794598379255+0j),(0.007079068995978817+0j),(-0.00040837985290954773+0j),(6.877176440653505+102.16410296668008j),(0.0671912208199501+0j),(3.2795903734950116e-06+0j),(4.067443918896739e-07+0j),(0.12402292529484783+0j),(-15+0j),(2.036739346920275e-06+0j)
2,(0.010286169661136157+0j),(0.007066497993359201+0j),(-0.00040240770988134454+0j),(7.355886106042935+102.45249032014556j),(0.07454366981983185+0j),(3.485992237983737e-06+0j),(5.006313575608271e-07+0j),(0.14361229841704617+0j),(-10+0j),(2.0367413877366017e-06+0j)
3,(0.01340550865484291+0j),(0.007054118508563845+0j),(-0.0003960104267818344+0j),(8.003843741006989+102.7606910315804j),(0.08111993223428726+0j),(3.7669278754037805e-06+0j),(5.928593425324527e-07+0j),(0.15738537135354724+0j),(-5+0j),(2.036743428552928e-06+0j)
4,(0.016511618029973682+0j),(0.0070419436043715+0j),(-0.00038919441830280867+0j),(8.935682533975916+103.11039408177051j),(0.08656197786331177+0j),(4.171025921095861e-06+0j),(6.750731763772723e-07+0j),(0.16184823329985662+0j),0j,(2.0367454693692547e-06+0j)
5,(0.019601432431580273+0j),(0.007029986136918912+0j),(-0.00038196661608434334+0j),(10.337725624160738+103.54121700347001j),(0.09051841497421265+0j),(4.773755335918395e-06+0j),(7.381937959709126e-07+0j),(0.15463586715821828+0j),(5+0j),(2.036747510185581e-06+0j)
6,(0.022671902585531714+0j),(0.007018258739777852+0j),(-0.0003743344634483028+0j),(12.505958418379889+104.13934546851833j),(0.0926375761628151+0j),(5.683796189259738e-06+0j),(7.731626685358265e-07+0j),(0.13602927388508698+0j),(10+0j),(2.0367495510019077e-06+0j)
7,(0.025719998309199396+0j),(0.007006773808207878+0j),(-0.0003663059093171685+0j),(15.903238706703682+105.11142427472039j),(0.09242765605449677+0j),(7.0360006247938145e-06+0j),(7.696626093527447e-07+0j),(0.10938921844898203+0j),(15+0j),(2.0367515918182342e-06+0j)
8,(0.028742711499748302+0j),(0.006995543483610138+0j),(-0.00035788940131067356+0j),(21.254936103533826+106.96221010217486j),(0.08891316503286362+0j),(8.936130143410992e-06+0j),(7.122437546466397e-07+0j),(0.07970382516998242+0j),(20+0j),(2.0367536326345607e-06+0j)
9,(0.03173705910419588+0j),(0.006984579638207787+0j),(-0.0003490938780134629+0j),(29.725516038901926+110.91871459366368j),(0.08018916100263596+0j),(1.1271128641965333e-05+0j),(5.793324415430492e-07+0j),(0.051399683203512056+0j),(25+0j),(2.0367556734508872e-06+0j)
